#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
-10.00000000   2.06900000   0.00000000
  0.00000000   2.06900000   0.00000000
  0.00000000   3.49000000   0.00000000
 59.91922716   3.49000000   0.00000000
 59.91922716   0.00000000   0.00000000
 69.91922716   0.00000000   0.00000000
