#      z (A) rho (1e-6/A2) irho (1e-6/A2)
-10.00000000  20.00106706   0.74083641
 -9.90000000  20.00120567   0.74081513
 -9.80000000  20.00136084   0.74079130
 -9.70000000  20.00153435   0.74076466
 -9.60000000  20.00172814   0.74073491
 -9.50000000  20.00194433   0.74070171
 -9.40000000  20.00218525   0.74066471
 -9.30000000  20.00245342   0.74062352
 -9.20000000  20.00275158   0.74057772
 -9.10000000  20.00308269   0.74052686
 -9.00000000  20.00345000   0.74047044
 -8.90000000  20.00385700   0.74040792
 -8.80000000  20.00430745   0.74033872
 -8.70000000  20.00480542   0.74026221
 -8.60000000  20.00535532   0.74017772
 -8.50000000  20.00596186   0.74008453
 -8.40000000  20.00663011   0.73998185
 -8.30000000  20.00736552   0.73986885
 -8.20000000  20.00817391   0.73974464
 -8.10000000  20.00906151   0.73960824
 -8.00000000  20.01003498   0.73945865
 -7.90000000  20.01110141   0.73929476
 -7.80000000  20.01226835   0.73911543
 -7.70000000  20.01354380   0.73891942
 -7.60000000  20.01493629   0.73870542
 -7.50000000  20.01645481   0.73847204
 -7.40000000  20.01810889   0.73821782
 -7.30000000  20.01990858   0.73794123
 -7.20000000  20.02186447   0.73764062
 -7.10000000  20.02398769   0.73731429
 -7.00000000  20.02628994   0.73696044
 -6.90000000  20.02878346   0.73657719
 -6.80000000  20.03148109   0.73616257
 -6.70000000  20.03439619   0.73571452
 -6.60000000  20.03754271   0.73523090
 -6.50000000  20.04093516   0.73470947
 -6.40000000  20.04458860   0.73414794
 -6.30000000  20.04851863   0.73354389
 -6.20000000  20.05274136   0.73289486
 -6.10000000  20.05727344   0.73219828
 -6.00000000  20.06213199   0.73145153
 -5.90000000  20.06733459   0.73065190
 -5.80000000  20.07289926   0.72979663
 -5.70000000  20.07884444   0.72888289
 -5.60000000  20.08518890   0.72790780
 -5.50000000  20.09195174   0.72686841
 -5.40000000  20.09915237   0.72576176
 -5.30000000  20.10681038   0.72458484
 -5.20000000  20.11494555   0.72333461
 -5.10000000  20.12357778   0.72200801
 -5.00000000  20.13272702   0.72060199
 -4.90000000  20.14241318   0.71911350
 -4.80000000  20.15265611   0.71753949
 -4.70000000  20.16347548   0.71587695
 -4.60000000  20.17489073   0.71412289
 -4.50000000  20.18692095   0.71227440
 -4.40000000  20.19958486   0.71032862
 -4.30000000  20.21290067   0.70828274
 -4.20000000  20.22688599   0.70613409
 -4.10000000  20.24155778   0.70388007
 -4.00000000  20.25693222   0.70151821
 -3.90000000  20.27302464   0.69904617
 -3.80000000  20.28984940   0.69646177
 -3.70000000  20.30741982   0.69376299
 -3.60000000  20.32574808   0.69094796
 -3.50000000  20.34484512   0.68801504
 -3.40000000  20.36472057   0.68496278
 -3.30000000  20.38538264   0.68178995
 -3.20000000  20.40683804   0.67849553
 -3.10000000  20.42909190   0.67507879
 -3.00000000  20.45214772   0.67153922
 -2.90000000  20.47600726   0.66787660
 -2.80000000  20.50067047   0.66409096
 -2.70000000  20.52613548   0.66018265
 -2.60000000  20.55239849   0.65615230
 -2.50000000  20.57945377   0.65200084
 -2.40000000  20.60729357   0.64772952
 -2.30000000  20.63590815   0.64333990
 -2.20000000  20.66528571   0.63883386
 -2.10000000  20.69541238   0.63421358
 -2.00000000  20.72627224   0.62948160
 -1.90000000  20.75784733   0.62464075
 -1.80000000  20.79011762   0.61969419
 -1.70000000  20.82306108   0.61464539
 -1.60000000  20.85665369   0.60949813
 -1.50000000  20.89086951   0.60425649
 -1.40000000  20.92568068   0.59892486
 -1.30000000  20.96105757   0.59350790
 -1.20000000  20.99696876   0.58801055
 -1.10000000  21.03338121   0.58243801
 -1.00000000  21.07026029   0.57679572
 -0.90000000  21.10756991   0.57108937
 -0.80000000  21.14527261   0.56532484
 -0.70000000  21.18332970   0.55950824
 -0.60000000  21.22170137   0.55364582
 -0.50000000  21.26034682   0.54774403
 -0.40000000  21.29922441   0.54180943
 -0.30000000  21.33829178   0.53584871
 -0.20000000  21.37750600   0.52986865
 -0.10000000  21.41682374   0.52387611
 -0.00000000  21.45620139   0.51787799
  0.10000000  21.49559524   0.51188123
  0.20000000  21.53496161   0.50589276
  0.30000000  21.57425703   0.49991950
  0.40000000  21.61343837   0.49396832
  0.50000000  21.65246302   0.48804602
  0.60000000  21.69128899   0.48215934
  0.70000000  21.72987511   0.47631488
  0.80000000  21.76818115   0.47051911
  0.90000000  21.80616794   0.46477836
  1.00000000  21.84379754   0.45909879
  1.10000000  21.88103331   0.45348635
  1.20000000  21.91784009   0.44794681
  1.30000000  21.95418426   0.44248570
  1.40000000  21.99003387   0.43710831
  1.50000000  22.02535873   0.43181968
  1.60000000  22.06013049   0.42662458
  1.70000000  22.09432272   0.42152750
  1.80000000  22.12791097   0.41653267
  1.90000000  22.16087282   0.41164399
  2.00000000  22.19318797   0.40686508
  2.10000000  22.22483821   0.40219925
  2.20000000  22.25580750   0.39764951
  2.30000000  22.28608197   0.39321853
  2.40000000  22.31564993   0.38890871
  2.50000000  22.34450186   0.38472210
  2.60000000  22.37263041   0.38066048
  2.70000000  22.40003038   0.37672529
  2.80000000  22.42669869   0.37291770
  2.90000000  22.45263434   0.36923856
  3.00000000  22.47783836   0.36568847
  3.10000000  22.50231380   0.36226772
  3.20000000  22.52606563   0.35897636
  3.30000000  22.54910068   0.35581416
  3.40000000  22.57142760   0.35278067
  3.50000000  22.59305676   0.34987520
  3.60000000  22.61400019   0.34709682
  3.70000000  22.63427150   0.34444443
  3.80000000  22.65388578   0.34191671
  3.90000000  22.67285953   0.33951218
  4.00000000  22.69121057   0.33722919
  4.10000000  22.70895794   0.33506594
  4.20000000  22.72612183   0.33302051
  4.30000000  22.74272347   0.33109084
  4.40000000  22.75878507   0.32927479
  4.50000000  22.77432970   0.32757012
  4.60000000  22.78938122   0.32597451
  4.70000000  22.80396420   0.32448559
  4.80000000  22.81810384   0.32310095
  4.90000000  22.83182585   0.32181814
  5.00000000  22.84515646   0.32063468
  5.10000000  22.85812224   0.31954811
  5.20000000  22.87075013   0.31855595
  5.30000000  22.88306730   0.31765575
  5.40000000  22.89510114   0.31684508
  5.50000000  22.90687915   0.31612155
  5.60000000  22.91842896   0.31548283
  5.70000000  22.92977820   0.31492663
  5.80000000  22.94095451   0.31445074
  5.90000000  22.95198549   0.31405299
  6.00000000  22.96289864   0.31373134
  6.10000000  22.97372136   0.31348378
  6.20000000  22.98448089   0.31330844
  6.30000000  22.99520433   0.31320351
  6.40000000  23.00591857   0.31316730
  6.50000000  23.01665030   0.31319821
  6.60000000  23.02742602   0.31329477
  6.70000000  23.03827198   0.31345558
  6.80000000  23.04921421   0.31367940
  6.90000000  23.06027851   0.31396506
  7.00000000  23.07149045   0.31431154
  7.10000000  23.08287537   0.31471790
  7.20000000  23.09445840   0.31518336
  7.30000000  23.10626443   0.31570720
  7.40000000  23.11831818   0.31628886
  7.50000000  23.13064415   0.31692788
  7.60000000  23.14326668   0.31762390
  7.70000000  23.15620992   0.31837669
  7.80000000  23.16949790   0.31918611
  7.90000000  23.18315451   0.32005216
  8.00000000  23.19720351   0.32097491
  8.10000000  23.21166860   0.32195456
  8.20000000  23.22657336   0.32299139
  8.30000000  23.24194135   0.32408580
  8.40000000  23.25779607   0.32523828
  8.50000000  23.27416101   0.32644941
  8.60000000  23.29105967   0.32771985
  8.70000000  23.30851554   0.32905039
  8.80000000  23.32655218   0.33044186
  8.90000000  23.34519319   0.33189519
  9.00000000  23.36446225   0.33341142
  9.10000000  23.38438312   0.33499161
  9.20000000  23.40497968   0.33663696
  9.30000000  23.42627593   0.33834869
  9.40000000  23.44829600   0.34012813
  9.50000000  23.47106416   0.34197665
  9.60000000  23.49460487   0.34389569
  9.70000000  23.51894274   0.34588678
  9.80000000  23.54410257   0.34795148
  9.90000000  23.57010936   0.35009142
 10.00000000  23.59698829   0.35230829
 10.10000000  23.62476478   0.35460383
 10.20000000  23.65346444   0.35697983
 10.30000000  23.68311311   0.35943813
 10.40000000  23.71373685   0.36198062
