Q,R_pp,dR_pp,theory_pp,R_mm,dR_mm,theory_mm,Asymmetry,dAsymmetry,Asymmetry_theory
0.004978589493,1.024995551,0.0142673356,0.9915091895,1.003416558,0.01415924917,0.9915091895,0.01063836732,0.009909370672,-1.511636099e-15
0.005477263848,1.01970895,0.0134702494,0.9915091895,1.015219529,0.01348386106,0.9915091895,0.002206181027,0.00936618941,-2.519393498e-15
0.005978245556,0.9907607784,0.01265878999,0.9915091895,0.9730120244,0.01254353578,0.9915091895,0.009038089358,0.009074459373,-2.015514798e-15
0.006476918516,1.003904695,0.01224037571,0.9915091895,1.008797357,0.01231321285,0.9915091895,-0.002430892041,0.008626158175,-1.511636099e-15
0.006977900691,0.9995114584,0.01178182469,0.9915091895,1.002479655,0.01184460225,0.9915091895,-0.001482622295,0.008344868416,-1.511636099e-15
0.007478881937,0.9870802605,0.01133883923,0.9915091895,0.9964323001,0.01143945338,0.9915091895,-0.004714887995,0.008120115172,-1.007757399e-15
0.0079775549,0.9952328318,0.01109589323,0.9915091895,0.9957924676,0.01114037692,0.9915091895,-0.0002810791707,0.0078971532,-5.038786996e-16
0.008476227864,0.979358161,0.01071540995,0.9915091895,0.9995665207,0.01089057112,0.9915091895,-0.01021178821,0.007719598883,-6.046544395e-15
0.008979516464,0.9787839734,0.01045806043,0.9915091895,1.001285528,0.01064673906,0.9915091895,-0.01136402274,0.007536035742,-2.128047708e-13
0.009478187568,1.015502549,0.01049716387,0.9915091895,1.009632441,0.01048236845,0.9915091895,0.002898625538,0.007325326457,-2.083488035e-11
0.009976859604,0.9902117381,0.0101115913,0.9915089097,1.00046515,0.01021163085,0.9915091491,-0.005150716507,0.007218813007,-1.207298375e-07
0.01048014821,0.9887034165,0.00991094414,0.9915053167,0.9956582664,0.009983024219,0.9915086431,-0.003504829785,0.007088920088,-1.677467299e-06
0.01097651057,0.9971008923,0.009791300817,0.9914847405,0.9959104947,0.009807589718,0.9915057878,0.0005972859401,0.006953562588,-1.061393265e-05
0.01147748949,0.9819444568,0.00952043058,0.9913948446,1.006605542,0.009708590366,0.9914934968,-0.01240154152,0.006836824642,-4.97517639e-05
0.01197615874,0.9844187761,0.009383779908,0.9911069925,1.000757707,0.00951460597,0.9914550038,-0.008230467733,0.006731102734,-0.0001755361627
0.01247944548,0.9931705606,0.009295558465,0.9903742459,0.9868489095,0.009274928475,0.9913599738,0.00319272165,0.006631904042,-0.0004974067205
0.01297580598,0.9994661693,0.009197131803,0.9888812917,0.9856048949,0.009127927262,0.9911752889,0.006982759751,0.006527473332,-0.001158551347
0.01347447523,0.9808218639,0.008946152912,0.986157642,0.988837689,0.009017615436,0.9908603008,-0.004069650056,0.006448879352,-0.002378662689
0.01397775918,0.9754887174,0.008786356007,0.9814239454,0.9888767736,0.008891663699,0.9903598867,-0.006815460907,0.006363247965,-0.004531907192
0.01447873625,0.9735520917,0.008655022611,0.9732600547,0.9896631194,0.008777557483,0.9895819052,-0.008206450128,0.006278472693,-0.008315417587
0.01497509489,0.9472812096,0.008376245578,0.9590713597,0.9960739254,0.008704053715,0.9883589422,-0.02510746233,0.006211930514,-0.0150390915
0.01547376135,0.9284921147,0.008147707595,0.9338338789,1.000080142,0.008619826288,0.9863438017,-0.03711970209,0.006141601189,-0.02734638744
0.01597473563,0.9000198718,0.007866169575,0.8899565238,0.98450974,0.008417364661,0.9829157689,-0.0448333991,0.006100949003,-0.04963458827
0.0164780168,0.8149622924,0.007230481053,0.818085177,0.9924390192,0.008364447582,0.9769298414,-0.09819442188,0.006059611057,-0.08849210887
0.01697899015,0.7168459167,0.006515625969,0.7130642448,0.9711752173,0.008134348624,0.9664468124,-0.1506671306,0.006039698547,-0.1508668648
0.017475346,0.5796963275,0.005550343647,0.5806281761,0.9538780524,0.007934785191,0.9485180169,-0.2439932029,0.005964168168,-0.2405851334
0.01797631749,0.4366000661,0.004528944685,0.437537497,0.9284616252,0.007686972193,0.9186709277,-0.3603218538,0.005774495235,-0.3547636351
0.01847959865,0.322910576,0.003679465069,0.3131599101,0.8747292995,0.007271730398,0.8730982719,-0.4607551358,0.005555229552,-0.472020653
0.01897826047,0.232016451,0.002959552049,0.2321833184,0.8062711752,0.006770500737,0.8122976401,-0.5530786554,0.005300072699,-0.5554091886
